Reference,Words
Deuteronomy 5:3,23
Deuteronomy 5:4,18
Deuteronomy 5:5,35
Deuteronomy 5:6,20
Deuteronomy 5:7,8
Deuteronomy 5:8,35
Deuteronomy 5:9,41
Deuteronomy 5:10,14
Deuteronomy 5:11,27
Deuteronomy 5:12,15
Deuteronomy 5:13,10
Deuteronomy 5:14,64
Deuteronomy 5:15,44
Deuteronomy 5:16,38
Deuteronomy 5:17,4
Deuteronomy 5:18,5
Deuteronomy 5:19,4
Deuteronomy 5:20,9
Deuteronomy 5:21,34
Deuteronomy 5:22,50
Deuteronomy 5:23,40
Deuteronomy 5:24,43
Deuteronomy 5:25,29
Deuteronomy 5:26,29
Deuteronomy 5:27,36
Deuteronomy 5:28,46
Deuteronomy 5:29,33
Deuteronomy 5:30,10
Deuteronomy 5:31,44
Deuteronomy 5:32,27
Deuteronomy 5:33,41
Deuteronomy 6:1,33
Deuteronomy 6:2,41
Deuteronomy 6:3,41
Deuteronomy 6:4,10
Deuteronomy 6:5,22
Deuteronomy 6:6,14
Deuteronomy 6:7,37
Deuteronomy 6:8,20
Deuteronomy 6:9,15
Deuteronomy 6:10,40
Deuteronomy 6:11,34
Deuteronomy 6:12,22
Deuteronomy 6:13,16
Deuteronomy 6:14,18
Deuteronomy 6:15,33
Deuteronomy 6:16,14
Deuteronomy 6:17,22
Deuteronomy 6:18,41
Deuteronomy 6:19,14
Deuteronomy 6:20,29
Deuteronomy 6:21,25
Deuteronomy 6:22,22
Deuteronomy 6:23,24
Deuteronomy 6:24,32
Deuteronomy 6:25,24
Deuteronomy 7:1,52
Deuteronomy 7:2,31
Deuteronomy 7:3,25
Deuteronomy 7:4,31
Deuteronomy 7:5,29
Deuteronomy 7:6,36
Deuteronomy 7:7,29
Deuteronomy 7:8,47
Deuteronomy 7:9,31
Deuteronomy 7:10,29
Deuteronomy 7:11,21
Deuteronomy 7:12,37
Deuteronomy 7:13,57
Deuteronomy 7:14,21
Deuteronomy 7:15,35
Deuteronomy 7:16,37
Deuteronomy 7:17,18
Deuteronomy 7:18,23
Deuteronomy 7:19,46
Deuteronomy 7:20,23
Deuteronomy 7:21,20
Deuteronomy 7:22,32
Deuteronomy 7:23,22
Deuteronomy 7:24,33
Deuteronomy 7:25,43
Deuteronomy 7:26,35
Deuteronomy 8:1,34
Deuteronomy 8:2,42
Deuteronomy 8:3,53
Deuteronomy 8:4,15
Deuteronomy 8:5,21
Deuteronomy 8:6,20
Deuteronomy 8:7,28
Deuteronomy 8:8,20
Deuteronomy 8:9,32
Deuteronomy 8:10,24
Deuteronomy 8:11,26
Deuteronomy 8:12,16
Deuteronomy 8:13,23
Deuteronomy 8:14,28
Deuteronomy 8:15,33
Deuteronomy 8:16,32
Deuteronomy 8:17,19
Deuteronomy 8:18,36
Deuteronomy 8:19,36
Deuteronomy 8:20,28
Deuteronomy 9:1,29
Deuteronomy 9:2,28
Deuteronomy 9:3,50
Deuteronomy 9:4,49
Deuteronomy 9:5,54
Deuteronomy 9:6,25
Deuteronomy 9:7,42
Deuteronomy 9:8,21
Deuteronomy 9:9,45
Deuteronomy 9:10,48
Deuteronomy 9:11,30
Deuteronomy 9:12,47
Deuteronomy 9:13,19
Deuteronomy 9:14,29
Deuteronomy 9:15,27
Deuteronomy 9:16,35
Deuteronomy 9:17,20
Deuteronomy 9:18,46
Deuteronomy 9:19,30
Deuteronomy 9:20,21
Deuteronomy 9:21,47
Deuteronomy 9:22,15
Deuteronomy 9:23,41
Deuteronomy 9:24,14
Deuteronomy 9:25,28
Deuteronomy 9:26,37
Deuteronomy 9:27,23
Deuteronomy 9:28,41
Deuteronomy 9:29,22
Deuteronomy 10:1,33
Deuteronomy 10:2,26
Deuteronomy 10:3,31
Deuteronomy 10:4,43
Deuteronomy 10:5,30
Deuteronomy 10:6,37
Deuteronomy 10:7,17
Deuteronomy 10:8,38
Deuteronomy 10:9,23
Deuteronomy 10:10,33
Deuteronomy 10:11,32
Deuteronomy 10:12,45
Deuteronomy 10:13,19
Deuteronomy 10:14,21
Deuteronomy 10:15,29
Deuteronomy 10:16,12
Deuteronomy 10:17,28
Deuteronomy 10:18,20
Deuteronomy 10:19,14
Deuteronomy 10:20,22
Deuteronomy 10:21,24
Deuteronomy 10:22,27
Deuteronomy 11:1,22
Deuteronomy 11:2,38
Deuteronomy 11:3,25
Deuteronomy 11:4,43
Deuteronomy 11:5,15
Deuteronomy 11:6,47
Deuteronomy 11:7,15
Deuteronomy 11:8,31
Deuteronomy 11:9,33
Deuteronomy 11:10,38
Deuteronomy 11:11,24
Deuteronomy 11:12,33
Deuteronomy 11:13,39
Deuteronomy 11:14,34
Deuteronomy 11:15,18
Deuteronomy 11:16,21
Deuteronomy 11:17,43
Deuteronomy 11:18,33
Deuteronomy 11:19,32
Deuteronomy 11:20,16
Deuteronomy 11:21,33
Deuteronomy 11:22,33
Deuteronomy 11:23,22
Deuteronomy 11:24,33
Deuteronomy 11:25,41
Deuteronomy 11:26,12
Deuteronomy 11:27,18
Deuteronomy 11:28,38
Deuteronomy 11:29,39
Deuteronomy 11:30,35
Deuteronomy 11:31,28
Deuteronomy 11:32,18
Deuteronomy 12:1,36
Deuteronomy 12:2,30
Deuteronomy 12:3,37
Deuteronomy 12:4,10
Deuteronomy 12:5,33
Deuteronomy 12:6,37
Deuteronomy 12:7,34
Deuteronomy 12:8,23
Deuteronomy 12:9,21
Deuteronomy 12:10,38
Deuteronomy 12:11,55
Deuteronomy 12:12,40
Deuteronomy 12:13,17
Deuteronomy 12:14,31
Deuteronomy 12:15,47
Deuteronomy 12:16,16
Deuteronomy 12:17,48
Deuteronomy 12:18,58
Deuteronomy 12:19,18
Deuteronomy 12:20,38
Deuteronomy 12:21,54
Deuteronomy 12:22,24
Deuteronomy 12:23,25
Deuteronomy 12:24,14
Deuteronomy 12:25,32
Deuteronomy 12:26,23
Deuteronomy 12:27,44
Deuteronomy 12:28,42
Deuteronomy 12:29,28
Deuteronomy 12:30,42
Deuteronomy 12:31,41
Deuteronomy 12:32,19
Deuteronomy 13:1,20
Deuteronomy 13:2,31
Deuteronomy 13:3,40
Deuteronomy 13:4,28
Deuteronomy 13:5,73
Deuteronomy 13:6,49
Deuteronomy 13:7,35
Deuteronomy 13:8,25
Deuteronomy 13:9,26
Deuteronomy 13:10,37
Deuteronomy 13:11,20
Deuteronomy 13:12,22
Deuteronomy 13:13,33
Deuteronomy 13:14,27
Deuteronomy 13:15,33
Deuteronomy 13:16,49
Deuteronomy 13:17,42
Deuteronomy 13:18,37
Deuteronomy 14:1,24
Deuteronomy 14:2,33
Deuteronomy 14:3,7
Deuteronomy 14:4,15
Deuteronomy 14:5,23
Deuteronomy 14:6,25
Deuteronomy 14:7,45
Deuteronomy 14:8,30
Deuteronomy 14:9,20
Deuteronomy 14:10,16
Deuteronomy 14:11,7
Deuteronomy 14:12,18
Deuteronomy 14:13,12
Deuteronomy 14:14,6
Deuteronomy 14:15,16
Deuteronomy 14:16,10
Deuteronomy 14:17,10
Deuteronomy 14:18,15
Deuteronomy 14:19,15
Deuteronomy 14:20,8
Deuteronomy 14:21,57
Deuteronomy 14:22,18
Deuteronomy 14:23,54
Deuteronomy 14:24,47
Deuteronomy 14:25,28
Deuteronomy 14:26,48
Deuteronomy 14:27,22
Deuteronomy 14:28,27
Deuteronomy 14:29,52
Deuteronomy 15:1,12
Deuteronomy 15:2,38
Deuteronomy 15:3,20
Deuteronomy 15:4,32
Deuteronomy 15:5,26
Deuteronomy 15:6,37
Deuteronomy 15:7,42
Deuteronomy 15:8,23
Deuteronomy 15:9,50
Deuteronomy 15:10,42
Deuteronomy 15:11,34
Deuteronomy 15:12,33
Deuteronomy 15:13,17
Deuteronomy 15:14,34
Deuteronomy 15:15,29
Deuteronomy 15:16,29
Deuteronomy 15:17,32
Deuteronomy 15:18,44
Deuteronomy 15:19,39
Deuteronomy 15:20,24
Deuteronomy 15:21,29
Deuteronomy 15:22,24
Deuteronomy 15:23,17
Deuteronomy 16:1,32
Deuteronomy 16:2,30
Deuteronomy 16:3,55
Deuteronomy 16:4,38
Deuteronomy 16:5,18
Deuteronomy 16:6,41
Deuteronomy 16:7,29
Deuteronomy 16:8,28
Deuteronomy 16:9,26
Deuteronomy 16:10,41
Deuteronomy 16:11,58
Deuteronomy 16:12,19
Deuteronomy 16:13,20
Deuteronomy 16:14,36
Deuteronomy 16:15,46
Deuteronomy 16:16,49
Deuteronomy 16:17,22
Deuteronomy 16:18,30
Deuteronomy 16:19,31
Deuteronomy 16:20,23
Deuteronomy 16:21,24
Deuteronomy 16:22,14
Deuteronomy 17:1,29
Deuteronomy 17:2,37
Deuteronomy 17:3,27
Deuteronomy 17:4,30
Deuteronomy 17:5,34
Deuteronomy 17:6,34
Deuteronomy 17:7,33
Deuteronomy 17:8,49
Deuteronomy 17:9,30
Deuteronomy 17:10,34
Deuteronomy 17:11,45
Deuteronomy 17:12,42
Deuteronomy 17:13,13
Deuteronomy 17:14,41
Deuteronomy 17:15,41
Deuteronomy 17:16,40
Deuteronomy 17:17,23
Deuteronomy 17:18,36
Deuteronomy 17:19,41
Deuteronomy 17:20,48
Deuteronomy 18:1,32
Deuteronomy 18:2,20
Deuteronomy 18:3,38
Deuteronomy 18:4,26
Deuteronomy 18:5,29
Deuteronomy 18:6,34
Deuteronomy 18:7,25
Deuteronomy 18:8,17
Deuteronomy 18:9,26
Deuteronomy 18:10,36
Deuteronomy 18:11,15
Deuteronomy 18:12,28
Deuteronomy 18:13,9
Deuteronomy 18:14,30
Deuteronomy 18:15,27
Deuteronomy 18:16,45
Deuteronomy 18:17,15
Deuteronomy 18:18,34
Deuteronomy 18:19,27
Deuteronomy 18:20,36
Deuteronomy 18:21,19
Deuteronomy 18:22,43
Deuteronomy 19:1,31
Deuteronomy 19:2,23
Deuteronomy 19:3,31
Deuteronomy 19:4,28
Deuteronomy 19:5,53
Deuteronomy 19:6,41
Deuteronomy 19:7,12
Deuteronomy 19:8,30
Deuteronomy 19:9,41
Deuteronomy 19:10,25
Deuteronomy 19:11,32
Deuteronomy 19:12,27
Deuteronomy 19:13,25
Deuteronomy 19:14,34
Deuteronomy 19:15,40
Deuteronomy 19:16,17
Deuteronomy 19:17,26
Deuteronomy 19:18,23
Deuteronomy 19:19,26
Deuteronomy 19:20,19
Deuteronomy 19:21,24
Deuteronomy 20:1,43
Deuteronomy 20:2,22
Deuteronomy 20:3,35
Deuteronomy 20:4,21
Deuteronomy 20:5,43
Deuteronomy 20:6,38
Deuteronomy 20:7,34
Deuteronomy 20:8,40
Deuteronomy 20:9,28
Deuteronomy 20:10,16
Deuteronomy 20:11,37
Deuteronomy 20:12,20
Deuteronomy 20:13,24
Deuteronomy 20:14,44
Deuteronomy 20:15,24
Deuteronomy 20:16,25
Deuteronomy 20:17,30
Deuteronomy 20:18,27
Deuteronomy 20:19,58
Deuteronomy 20:20,37
Deuteronomy 21:1,31
Deuteronomy 21:2,24
Deuteronomy 21:3,38
Deuteronomy 21:4,32
Deuteronomy 21:5,43
Deuteronomy 21:6,27
Deuteronomy 21:7,19
Deuteronomy 21:8,30
Deuteronomy 21:9,27
Deuteronomy 21:10,26
Deuteronomy 21:11,22
Deuteronomy 21:12,19
Deuteronomy 21:13,47
Deuteronomy 21:14,42
Deuteronomy 21:15,33
Deuteronomy 21:16,37
Deuteronomy 21:17,38
Deuteronomy 21:18,36
Deuteronomy 21:19,28
Deuteronomy 21:20,30
Deuteronomy 21:21,31
Deuteronomy 21:22,26
Deuteronomy 21:23,45
Deuteronomy 22:1,28
Deuteronomy 22:2,44
Deuteronomy 22:3,42
Deuteronomy 22:4,30
Deuteronomy 22:5,32
Deuteronomy 22:6,46
Deuteronomy 22:7,30
Deuteronomy 22:8,29
Deuteronomy 22:9,27
Deuteronomy 22:10,11
Deuteronomy 22:11,15
Deuteronomy 22:12,16
Deuteronomy 22:13,14
Deuteronomy 22:14,33
Deuteronomy 22:15,29
Deuteronomy 22:16,22
Deuteronomy 22:17,40
Deuteronomy 22:18,13
Deuteronomy 22:19,48
Deuteronomy 22:20,17
Deuteronomy 22:21,52
Deuteronomy 22:22,39
Deuteronomy 22:23,24
Deuteronomy 22:24,52
Deuteronomy 22:25,30
Deuteronomy 22:26,35
Deuteronomy 22:27,19
Deuteronomy 22:28,27
Deuteronomy 22:29,37
Deuteronomy 22:30,13
Deuteronomy 23:1,23
Deuteronomy 23:2,26
Deuteronomy 23:3,30
Deuteronomy 23:4,38
Deuteronomy 23:5,30
Deuteronomy 23:6,14
Deuteronomy 23:7,25
Deuteronomy 23:8,19
Deuteronomy 23:9,15
Deuteronomy 23:10,36
Deuteronomy 23:11,27
Deuteronomy 23:12,15
Deuteronomy 23:13,34
Deuteronomy 23:14,42
Deuteronomy 23:15,17
Deuteronomy 23:16,30
Deuteronomy 23:17,18
Deuteronomy 23:18,37
Deuteronomy 23:19,24
Deuteronomy 23:20,43
Deuteronomy 23:21,36
Deuteronomy 23:22,14
Deuteronomy 23:23,34
Deuteronomy 23:24,27
Deuteronomy 23:25,31
Deuteronomy 24:1,53
Deuteronomy 24:2,17
Deuteronomy 24:3,40
Deuteronomy 24:4,47
Deuteronomy 24:5,42
Deuteronomy 24:6,20
Deuteronomy 24:7,37
Deuteronomy 24:8,34
Deuteronomy 24:9,21
Deuteronomy 24:10,19
Deuteronomy 24:11,20
Deuteronomy 24:12,13
Deuteronomy 24:13,38
Deuteronomy 24:14,30
Deuteronomy 24:15,41
Deuteronomy 24:16,33
Deuteronomy 24:17,20
Deuteronomy 24:18,27
Deuteronomy 24:19,53
Deuteronomy 24:20,27
Deuteronomy 24:21,27
Deuteronomy 24:22,22
Deuteronomy 25:1,28
Deuteronomy 25:2,37
Deuteronomy 25:3,30
Deuteronomy 25:4,12
Deuteronomy 25:5,50
Deuteronomy 25:6,30
Deuteronomy 25:7,50
Deuteronomy 25:8,27
Deuteronomy 25:9,48
Deuteronomy 25:10,17
Deuteronomy 25:11,40
Deuteronomy 25:12,13
Deuteronomy 25:13,14
Deuteronomy 25:14,14
Deuteronomy 25:15,33
Deuteronomy 25:16,19
Deuteronomy 25:17,17
Deuteronomy 25:18,31
Deuteronomy 25:19,52
Deuteronomy 26:1,28
Deuteronomy 26:2,53
Deuteronomy 26:3,44
Deuteronomy 26:4,23
Deuteronomy 26:5,40
Deuteronomy 26:6,15
Deuteronomy 26:7,27
Deuteronomy 26:8,28
Deuteronomy 26:9,23
Deuteronomy 26:10,35
Deuteronomy 26:11,32
Deuteronomy 26:12,47
Deuteronomy 26:13,60
Deuteronomy 26:14,49
Deuteronomy 26:15,35
Deuteronomy 26:16,31
Deuteronomy 26:17,34
Deuteronomy 26:18,26
Deuteronomy 26:19,37
Deuteronomy 27:1,21
Deuteronomy 27:2,36
Deuteronomy 27:3,50
Deuteronomy 27:4,33
Deuteronomy 27:5,26
Deuteronomy 27:6,25
Deuteronomy 27:7,17
Deuteronomy 27:8,15
Deuteronomy 27:9,30
Deuteronomy 27:10,24
Deuteronomy 27:11,9
Deuteronomy 27:12,27
Deuteronomy 27:13,18
Deuteronomy 27:14,17
Deuteronomy 27:15,40
Deuteronomy 27:16,19
Deuteronomy 27:17,15
Deuteronomy 27:18,20
Deuteronomy 27:19,20
Deuteronomy 27:20,22
Deuteronomy 27:21,17
Deuteronomy 27:22,26
Deuteronomy 27:23,17
Deuteronomy 27:24,15
Deuteronomy 27:25,18
Deuteronomy 27:26,22
Deuteronomy 28:1,49
Deuteronomy 28:2,23
Deuteronomy 28:3,15
Deuteronomy 28:4,31
Deuteronomy 28:5,8
Deuteronomy 28:6,17
Deuteronomy 28:7,31
Deuteronomy 28:8,35
Deuteronomy 28:9,32
Deuteronomy 28:10,25
Deuteronomy 28:11,42
Deuteronomy 28:12,42
Deuteronomy 28:13,48
Deuteronomy 28:14,33
Deuteronomy 28:15,46
Deuteronomy 28:16,15
Deuteronomy 28:17,8
Deuteronomy 28:18,25
Deuteronomy 28:19,17
Deuteronomy 28:20,42
Deuteronomy 28:21,24
Deuteronomy 28:22,39
Deuteronomy 28:23,21
Deuteronomy 28:24,24
Deuteronomy 28:25,36
Deuteronomy 28:26,26
Deuteronomy 28:27,28
Deuteronomy 28:28,13
Deuteronomy 28:29,35
Deuteronomy 28:30,35
Deuteronomy 28:31,48
Deuteronomy 28:32,35
Deuteronomy 28:33,27
Deuteronomy 28:34,16
Deuteronomy 28:35,32
Deuteronomy 28:36,35
Deuteronomy 28:37,20
Deuteronomy 28:38,21
Deuteronomy 28:39,24
Deuteronomy 28:40,25
Deuteronomy 28:41,18
Deuteronomy 28:42,12
Deuteronomy 28:43,20
Deuteronomy 28:44,23
Deuteronomy 28:45,42
Deuteronomy 28:46,19
Deuteronomy 28:47,21
Deuteronomy 28:48,43
Deuteronomy 28:49,30
Deuteronomy 28:50,20
Deuteronomy 28:51,46
Deuteronomy 28:52,45
Deuteronomy 28:53,40
Deuteronomy 28:54,38
Deuteronomy 28:55,43
Deuteronomy 28:56,44
Deuteronomy 28:57,45
Deuteronomy 28:58,32
Deuteronomy 28:59,28
Deuteronomy 28:60,22
Deuteronomy 28:61,27
Deuteronomy 28:62,30
Deuteronomy 28:63,52
Deuteronomy 28:64,39
Deuteronomy 28:65,36
Deuteronomy 28:66,24
Deuteronomy 28:67,43
Deuteronomy 28:68,45
Deuteronomy 29:1,34
Deuteronomy 29:2,38
Deuteronomy 29:3,14
Deuteronomy 29:4,22
Deuteronomy 29:5,28
Deuteronomy 29:6,24
Deuteronomy 29:7,28
Deuteronomy 29:8,25
Deuteronomy 29:9,19
Deuteronomy 29:10,28
Deuteronomy 29:11,25
Deuteronomy 29:12,25
Deuteronomy 29:13,42
Deuteronomy 29:14,12
Deuteronomy 29:15,27
Deuteronomy 29:16,23
Deuteronomy 29:17,19
Deuteronomy 29:18,46
Deuteronomy 29:19,39
Deuteronomy 29:20,46
Deuteronomy 29:21,32
Deuteronomy 29:22,45
Deuteronomy 29:23,45
Deuteronomy 29:24,22
Deuteronomy 29:25,33
Deuteronomy 29:26,23
Deuteronomy 29:27,24
Deuteronomy 29:28,29
Deuteronomy 29:29,34
Deuteronomy 30:1,44
Deuteronomy 30:2,35
Deuteronomy 30:3,33
Deuteronomy 30:4,29
Deuteronomy 30:5,32
Deuteronomy 30:6,34
Deuteronomy 30:7,22
Deuteronomy 30:8,22
Deuteronomy 30:9,53
Deuteronomy 30:10,46
Deuteronomy 30:11,20
Deuteronomy 30:12,30
Deuteronomy 30:13,31
Deuteronomy 30:14,20
Deuteronomy 30:15,15
Deuteronomy 30:16,52
Deuteronomy 30:17,24
Deuteronomy 30:18,32
Deuteronomy 30:19,34
Deuteronomy 30:20,57
Deuteronomy 31:1,10
Deuteronomy 31:2,38
Deuteronomy 31:3,37
Deuteronomy 31:4,28
Deuteronomy 31:5,26
Deuteronomy 31:6,35
Deuteronomy 31:7,51
Deuteronomy 31:8,29
Deuteronomy 31:9,32
Deuteronomy 31:10,25
Deuteronomy 31:11,30
Deuteronomy 31:12,42
Deuteronomy 31:13,36
Deuteronomy 31:14,46
Deuteronomy 31:15,26
Deuteronomy 31:16,53
Deuteronomy 31:17,59
Deuteronomy 31:18,27
Deuteronomy 31:19,34
Deuteronomy 31:20,50
Deuteronomy 31:21,59
Deuteronomy 31:22,15
Deuteronomy 31:23,41
Deuteronomy 31:24,25
Deuteronomy 31:25,16
Deuteronomy 31:26,33
Deuteronomy 31:27,33
Deuteronomy 31:28,30
Deuteronomy 31:29,54
Deuteronomy 31:30,21
Deuteronomy 32:1,18
Deuteronomy 32:2,29
Deuteronomy 32:3,15
Deuteronomy 32:4,26
Deuteronomy 32:5,20
Deuteronomy 32:6,28
Deuteronomy 32:7,26
Deuteronomy 32:8,33
Deuteronomy 32:9,14
Deuteronomy 32:10,29
Deuteronomy 32:11,22
Deuteronomy 32:12,15
Deuteronomy 32:13,38
Deuteronomy 32:14,37
Deuteronomy 32:15,34
Deuteronomy 32:16,15
Deuteronomy 32:17,25
Deuteronomy 32:18,16
Deuteronomy 32:19,20
Deuteronomy 32:20,31
Deuteronomy 32:21,45
Deuteronomy 32:22,32
Deuteronomy 32:23,13
Deuteronomy 32:24,33
Deuteronomy 32:25,24
Deuteronomy 32:26,20
Deuteronomy 32:27,35
Deuteronomy 32:28,15
Deuteronomy 32:29,16
Deuteronomy 32:30,26
Deuteronomy 32:31,14
Deuteronomy 32:32,25
Deuteronomy 32:33,13
Deuteronomy 32:34,15
Deuteronomy 32:35,32
Deuteronomy 32:36,29
Deuteronomy 32:37,14
Deuteronomy 32:38,27
Deuteronomy 32:39,37
Deuteronomy 32:40,14
Deuteronomy 32:41,27
Deuteronomy 32:42,34
Deuteronomy 32:43,34
Deuteronomy 32:44,24
Deuteronomy 32:45,13
Deuteronomy 32:46,35
Deuteronomy 32:47,34
Deuteronomy 32:48,10
Deuteronomy 32:49,39
Deuteronomy 32:50,29
Deuteronomy 32:51,33
Deuteronomy 32:52,24
Deuteronomy 33:1,19
Deuteronomy 33:2,39
Deuteronomy 33:3,26
Deuteronomy 33:4,13
Deuteronomy 33:5,20
Deuteronomy 33:6,13
Deuteronomy 33:7,39
Deuteronomy 33:8,33
Deuteronomy 33:9,35
Deuteronomy 33:10,23
Deuteronomy 33:11,32
Deuteronomy 33:12,33
Deuteronomy 33:13,28
Deuteronomy 33:14,20
Deuteronomy 33:15,18
Deuteronomy 33:16,47
Deuteronomy 33:17,47
Deuteronomy 33:18,16
Deuteronomy 33:19,32
Deuteronomy 33:20,26
Deuteronomy 33:21,40
Deuteronomy 33:22,15
Deuteronomy 33:23,25
Deuteronomy 33:24,26
Deuteronomy 33:25,16
Deuteronomy 33:26,24
Deuteronomy 33:27,27
Deuteronomy 33:28,27
Deuteronomy 33:29,46
Deuteronomy 34:1,36
Deuteronomy 34:2,20
Deuteronomy 34:3,18
Deuteronomy 34:4,45
Deuteronomy 34:5,21
Deuteronomy 34:6,25
Deuteronomy 34:7,22
Deuteronomy 34:8,26
Deuteronomy 34:9,36
Deuteronomy 34:10,19
Deuteronomy 34:11,31
Deuteronomy 34:12,21
Joshua 1:1,28
Joshua 1:2,32
Joshua 1:3,22
Joshua 1:4,36
Joshua 1:5,36
Joshua 1:6,28
Joshua 1:7,43
Joshua 1:8,48
Joshua 1:9,30
Joshua 1:10,9
Joshua 1:11,39
Joshua 1:12,18
Joshua 1:13,27
Joshua 1:14,38
Joshua 1:15,54
Joshua 1:16,21
Joshua 1:17,28
Joshua 1:18,36
Joshua 2:1,36
Joshua 2:2,27
Joshua 2:3,34
Joshua 2:4,25
Joshua 2:5,38
Joshua 2:6,29
Joshua 2:7,29
Joshua 2:8,14
Joshua 2:9,36
Joshua 2:10,48
Joshua 2:11,41
Joshua 2:12,33
Joshua 2:13,28
Joshua 2:14,37
Joshua 2:15,25
Joshua 2:16,33
Joshua 2:17,20
Joshua 2:18,45
Joshua 2:19,52
Joshua 2:20,22
Joshua 2:21,27
Joshua 2:22,31
Joshua 2:23,29
Joshua 2:24,29
Joshua 3:1,30
Joshua 3:2,15
Joshua 3:3,37
Joshua 3:4,40
Joshua 3:5,18
Joshua 3:6,34
Joshua 3:7,36
Joshua 3:8,32
Joshua 3:9,19
Joshua 3:10,45
Joshua 3:11,19
Joshua 3:12,18
Joshua 3:13,61
Joshua 3:14,28
Joshua 3:15,40
Joshua 3:16,53
Joshua 3:17,41
Joshua 4:1,21
Joshua 4:2,14
Joshua 4:3,47
Joshua 4:4,21
Joshua 4:5,45
Joshua 4:6,26
Joshua 4:7,49
Joshua 4:8,56
Joshua 4:9,35
Joshua 4:10,42
Joshua 4:11,30
Joshua 4:12,29
Joshua 4:13,18
Joshua 4:14,27
Joshua 4:15,7
Joshua 4:16,17
Joshua 4:17,12
Joshua 4:18,60
Joshua 4:19,26
Joshua 4:20,15
Joshua 4:21,25
Joshua 4:22,16
Joshua 4:23,41
Joshua 4:24,28
Joshua 5:1,72
Joshua 5:2,22
Joshua 5:3,18
Joshua 5:4,39
Joshua 5:5,34
Joshua 5:6,69
Joshua 5:7,26
Joshua 5:8,26
Joshua 5:9,31
Joshua 5:10,26
Joshua 5:11,26
Joshua 5:12,41
Joshua 5:13,51
Joshua 5:14,40
Joshua 5:15,29
Joshua 6:1,19
Joshua 6:2,24
Joshua 6:3,24
Joshua 6:4,32
Joshua 6:5,56
Joshua 6:6,36
Joshua 6:7,26
Joshua 6:8,44
Joshua 6:9,29
Joshua 6:10,38
Joshua 6:11,24
Joshua 6:12,17
Joshua 6:13,49
Joshua 6:14,19
Joshua 6:15,39
Joshua 6:16,30
Joshua 6:17,40
Joshua 6:18,34
Joshua 6:19,26
Joshua 6:20,58
Joshua 6:21,29
Joshua 6:22,35
Joshua 6:23,42
Joshua 6:24,37
Joshua 6:25,37
Joshua 6:26,45
Joshua 6:27,15
Joshua 7:1,49
Joshua 7:2,37
Joshua 7:3,43
Joshua 7:4,20
Joshua 7:5,42
Joshua 7:6,34
Joshua 7:7,43
Joshua 7:8,14
Joshua 7:9,36
Joshua 7:10,16
Joshua 7:11,40
Joshua 7:12,38
Joshua 7:13,48
Joshua 7:14,55
Joshua 7:15,41
Joshua 7:16,21
Joshua 7:17,30
Joshua 7:18,29
Joshua 7:19,36
Joshua 7:20,23
Joshua 7:21,51
Joshua 7:22,23
Joshua 7:23,30
Joshua 7:24,56
Joshua 7:25,34
Joshua 7:26,38
Joshua 8:1,46
Joshua 8:2,42
Joshua 8:3,30
Joshua 8:4,30
Joshua 8:5,37
Joshua 8:6,33
Joshua 8:7,24
Joshua 8:8,33
Joshua 8:9,32
Joshua 8:10,26
Joshua 8:11,40
Joshua 8:12,25
Joshua 8:13,40
Joshua 8:14,58
Joshua 8:15,21
Joshua 8:16,27
Joshua 8:17,27
Joshua 8:18,40
Joshua 8:19,38
Joshua 8:20,47
Joshua 8:21,32
Joshua 8:22,41
Joshua 8:23,13
Joshua 8:24,60
Joshua 8:25,24
Joshua 8:26,23
Joshua 8:27,27
Joshua 8:28,17
Joshua 8:29,57
Joshua 8:30,14
Joshua 8:31,51
Joshua 8:32,25
Joshua 8:33,80
Joshua 8:34,26
Joshua 8:35,35
Joshua 9:1,50
Joshua 9:2,15
Joshua 9:3,16
Joshua 9:4,30
Joshua 9:5,24
Joshua 9:6,35
Joshua 9:7,23
Joshua 9:8,22
Joshua 9:9,38
Joshua 9:10,31
Joshua 9:11,42
Joshua 9:12,33
Joshua 9:13,32
Joshua 9:14,17
Joshua 9:15,25
Joshua 9:16,33
Joshua 9:17,26
Joshua 9:18,32
Joshua 9:19,27
Joshua 9:20,26
Joshua 9:21,30
Joshua 9:22,28
Joshua 9:23,30
Joshua 9:24,57
Joshua 9:25,21
Joshua 9:26,23
Joshua 9:27,34
Joshua 10:1,55
Joshua 10:2,30
Joshua 10:3,30
Joshua 10:4,25
Joshua 10:5,47
Joshua 10:6,49
Joshua 10:7,21
Joshua 10:8,27
Joshua 10:9,13
Joshua 10:10,35
Joshua 10:11,53
Joshua 10:12,43
Joshua 10:13,47
Joshua 10:14,28
Joshua 10:15,13
Joshua 10:16,13
Joshua 10:17,17
Joshua 10:18,21
Joshua 10:19,34
Joshua 10:20,39
Joshua 10:21,25
Joshua 10:22,21
Joshua 10:23,37
Joshua 10:24,60
Joshua 10:25,30
Joshua 10:26,24
Joshua 10:27,51
Joshua 10:28,50
Joshua 10:29,16
Joshua 10:30,52
Joshua 10:31,20
Joshua 10:32,42
Joshua 10:33,24
Joshua 10:34,21
Joshua 10:35,37
Joshua 10:36,18
Joshua 10:37,53
Joshua 10:38,14
Joshua 10:39,63
Joshua 10:40,42
Joshua 10:41,18
Joshua 10:42,22
Joshua 10:43,13
Joshua 11:1,34
Joshua 11:2,32
Joshua 11:3,38
